Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Non-Travel,702,Research & Development,29,4,Marketing,1,733,3,Female,70,1,4,Research Scientist,4,Married,2068,12377,6,Y,No,13,3,1,80,1,20,6,2,19,0,5,3
27,No,Non-Travel,137,Research & Development,11,1,Life Sciences,1,734,4,Male,68,3,2,Manager,1,Married,1593,17907,3,Y,No,13,3,3,80,2,20,1,3,13,0,4,3
32,No,Travel_Rarely,1141,Research & Development,29,3,Life Sciences,1,735,3,Female,62,2,1,Research Scientist,3,Married,11909,11171,7,Y,No,19,3,4,80,0,5,1,2,5,1,0,0
31,No,Travel_Rarely,307,Research & Development,9,5,Medical,1,736,2,Male,61,4,1,Research Director,4,Married,3062,8353,1,Y,Yes,18,3,3,80,0,14,3,4,3,0,8,2
29,Yes,Travel_Rarely,775,Research & Development,2,2,Technical Degree,1,737,1,Male,50,3,1,Research Director,2,Married,7347,5800,1,Y,Yes,12,3,1,80,1,10,2,3,2,2,1,1
25,No,Travel_Rarely,982,Research & Development,2,5,Life Sciences,1,738,2,Male,82,3,4,Manager,4,Single,5131,22945,2,Y,No,20,3,3,80,0,7,6,3,0,0,2,0
41,No,Travel_Rarely,813,Research & Development,3,5,Life Sciences,1,739,4,Female,93,3,5,Research Director,1,Single,3827,3088,0,Y,No,15,4,2,80,0,0,1,4,0,0,3,0
51,Yes,Travel_Frequently,1088,Research & Development,1,4,Life Sciences,1,740,4,Male,95,3,5,Research Director,4,Married,4205,4583,4,Y,Yes,18,3,3,80,1,17,2,4,8,0,0,7
36,No,Travel_Rarely,524,Research & Development,10,3,Other,1,741,4,Female,78,2,4,Laboratory Technician,3,Divorced,12708,4755,4,Y,No,19,3,3,80,3,13,5,4,2,1,3,2
39,Yes,Non-Travel,1061,Sales,2,3,Life Sciences,1,742,3,Male,60,2,4,Sales Representative,1,Single,2061,17457,2,Y,No,14,3,4,80,0,16,4,2,2,2,2,2
41,No,Travel_Rarely,306,Research & Development,15,4,Life Sciences,1,743,3,Male,70,3,3,Manager,4,Married,3897,23968,1,Y,No,17,3,1,80,1,40,1,4,40,3,2,2
40,Yes,Travel_Rarely,258,Research & Development,4,4,Marketing,1,744,3,Male,65,1,3,Research Scientist,2,Married,8467,17438,1,Y,No,13,3,3,80,1,2,3,3,1,1,1,1
29,No,Travel_Rarely,932,Sales,5,3,Marketing,1,745,3,Female,68,3,1,Sales Representative,1,Married,2275,5609,2,Y,No,18,3,4,80,2,3,1,3,1,1,4,1
52,Yes,Travel_Rarely,400,Research & Development,29,5,Life Sciences,1,746,3,Female,70,2,2,Research Scientist,1,Divorced,10833,22540,8,Y,No,15,3,4,80,0,1,4,4,0,0,3,0
30,No,Travel_Frequently,120,Research & Development,2,3,Human Resources,1,747,3,Male,70,2,3,Research Director,3,Single,8394,24312,3,Y,No,18,3,2,80,1,18,0,2,6,6,0,2
42,No,Non-Travel,239,Research & Development,11,5,Medical,1,748,3,Male,34,3,4,Laboratory Technician,4,Single,5785,7104,2,Y,Yes,20,4,3,80,2,19,3,2,6,2,4,2
41,No,Travel_Rarely,801,Human Resources,12,1,Medical,1,749,1,Female,35,4,3,Human Resources,1,Married,3634,26302,6,Y,No,16,3,1,80,3,10,2,3,3,0,2,2
19,No,Travel_Rarely,144,Research & Development,2,2,Life Sciences,1,750,2,Male,91,3,3,Manager,3,Single,2107,24113,4,Y,No,14,3,3,80,1,6,4,4,5,5,0,5
33,Yes,Travel_Rarely,405,Sales,6,3,Other,1,751,4,Male,45,3,2,Manager,1,Married,7511,7609,2,Y,Yes,14,3,1,80,0,19,2,3,10,4,1,4
37,No,Travel_Rarely,397,Human Resources,3,3,Life Sciences,1,752,4,Male,48,4,3,Manager,4,Divorced,19999,10014,1,Y,No,11,4,4,80,1,12,2,3,11,0,1,1
38,Yes,Travel_Rarely,1415,Research & Development,13,4,Life Sciences,1,753,3,Female,66,1,5,Research Scientist,1,Married,5364,20404,2,Y,Yes,12,3,1,80,0,36,4,3,22,0,4,4
39,Yes,Non-Travel,1491,Sales,8,2,Life Sciences,1,754,1,Female,93,2,1,Sales Executive,2,Single,1643,7170,2,Y,Yes,18,3,3,80,1,12,3,3,12,0,0,4
43,No,Travel_Rarely,726,Sales,5,5,Marketing,1,755,4,Male,88,3,4,Sales Executive,1,Single,6467,18706,1,Y,No,18,3,3,80,1,11,1,4,5,3,1,5
36,No,Travel_Rarely,470,Research & Development,13,3,Medical,1,756,3,Male,98,3,2,Research Director,3,Divorced,8235,13497,1,Y,Yes,12,3,4,80,2,12,3,2,1,0,0,1
40,No,Travel_Rarely,1254,Research & Development,2,3,Medical,1,757,3,Female,36,3,3,Research Director,4,Married,2833,14196,2,Y,No,15,3,3,80,1,1,5,3,0,0,6,0
36,No,Non-Travel,1400,Research & Development,12,2,Life Sciences,1,758,3,Male,71,2,4,Laboratory Technician,3,Divorced,3336,8679,4,Y,No,14,3,2,80,1,9,3,4,0,0,1,0
27,Yes,Travel_Rarely,1382,Research & Development,18,3,Medical,1,759,3,Male,54,2,2,Laboratory Technician,1,Married,3138,17004,1,Y,Yes,17,3,2,80,3,11,1,3,7,5,5,6
37,No,Travel_Frequently,477,Research & Development,18,1,Marketing,1,760,3,Male,85,3,2,Laboratory Technician,3,Divorced,3573,24530,1,Y,No,22,4,1,80,3,15,3,2,11,6,3,3
43,Yes,Travel_Rarely,1213,Sales,13,2,Life Sciences,1,761,4,Male,76,4,2,Sales Representative,4,Divorced,4432,24165,5,Y,No,17,3,4,80,1,6,5,1,4,4,1,4
46,No,Travel_Rarely,1065,Sales,4,4,Technical Degree,1,762,1,Female,79,3,1,Sales Representative,1,Married,2932,26515,5,Y,No,12,3,3,80,1,2,2,4,0,0,3,0
41,Yes,Travel_Rarely,317,Sales,29,2,Life Sciences,1,763,1,Male,62,1,2,Sales Executive,1,Married,2341,21117,2,Y,No,14,3,3,80,1,17,0,2,5,5,1,0
49,Yes,Non-Travel,1484,Research & Development,4,2,Marketing,1,764,1,Male,55,3,2,Laboratory Technician,1,Married,5456,26444,3,Y,No,20,3,1,80,0,30,3,3,19,4,1,0
40,Yes,Travel_Rarely,953,Sales,9,4,Life Sciences,1,765,2,Male,46,3,4,Sales Representative,4,Single,4404,3388,2,Y,Yes,11,3,4,80,0,8,4,3,6,6,3,4
44,Yes,Travel_Rarely,1409,Research & Development,1,1,Medical,1,766,1,Female,50,2,1,Research Scientist,3,Single,3782,22703,2,Y,Yes,12,4,3,80,1,16,3,3,11,2,4,11
45,Yes,Non-Travel,1232,Research & Development,29,3,Human Resources,1,767,2,Female,31,3,2,Laboratory Technician,3,Married,5166,20026,0,Y,No,17,3,4,80,0,24,3,3,11,2,3,0
34,Yes,Travel_Rarely,584,Research & Development,10,1,Human Resources,1,768,1,Male,73,3,5,Research Scientist,2,Single,1974,24357,1,Y,Yes,19,3,3,80,1,21,4,4,18,6,1,5
43,Yes,Travel_Rarely,1149,Sales,12,3,Life Sciences,1,769,2,Female,95,4,4,Sales Executive,2,Single,5755,18994,5,Y,No,17,3,2,80,1,22,2,3,10,0,0,4
28,No,Non-Travel,1357,Research & Development,1,4,Medical,1,770,2,Male,65,3,3,Research Director,4,Married,3829,15325,2,Y,No,12,3,3,80,1,11,0,3,9,2,4,5
40,Yes,Travel_Rarely,1169,Sales,12,1,Life Sciences,1,771,1,Female,75,3,2,Manager,2,Divorced,5674,21966,0,Y,Yes,16,3,2,80,0,2,2,4,1,1,1,1
42,No,Travel_Rarely,487,Research & Development,13,4,Technical Degree,1,772,3,Male,79,3,2,Research Director,4,Married,6246,17997,2,Y,Yes,16,3,4,80,0,12,2,2,0,0,2,0
46,No,Non-Travel,1020,Sales,10,4,Medical,1,773,3,Male,96,2,2,Manager,3,Married,9688,16610,1,Y,No,16,4,3,80,0,7,3,1,5,5,0,0
44,Yes,Travel_Rarely,582,Research & Development,3,1,Life Sciences,1,774,1,Male,32,4,1,Manager,1,Single,5227,13341,1,Y,No,14,4,2,80,0,3,2,4,0,0,4,0
46,No,Travel_Rarely,179,Research & Development,6,5,Life Sciences,1,775,3,Male,62,3,3,Manager,3,Single,9321,23085,1,Y,No,15,3,2,80,3,27,4,3,22,0,9,1
36,Yes,Non-Travel,419,Sales,1,2,Other,1,776,4,Female,74,1,2,Sales Representative,4,Married,4051,16962,4,Y,Yes,11,3,1,80,0,5,3,3,2,0,1,2
33,Yes,Non-Travel,244,Sales,5,1,Medical,1,777,4,Female,54,3,3,Manager,3,Divorced,4169,5103,7,Y,Yes,23,3,4,80,0,20,1,1,13,2,2,6
34,No,Travel_Rarely,617,Research & Development,2,1,Life Sciences,1,778,1,Female,66,3,2,Research Scientist,4,Married,4653,10257,6,Y,No,15,4,2,80,0,5,3,4,3,2,6,1
39,Yes,Travel_Rarely,1337,Research & Development,3,3,Life Sciences,1,779,4,Male,65,4,2,Laboratory Technician,2,Married,7820,20458,2,Y,Yes,16,3,2,80,1,13,5,3,2,1,4,0
20,No,Travel_Rarely,426,Research & Development,1,3,Life Sciences,1,780,2,Female,64,4,2,Research Director,3,Married,7176,7651,3,Y,No,14,3,2,80,1,21,5,4,19,0,9,4
48,Yes,Travel_Rarely,1347,Research & Development,2,3,Medical,1,781,1,Male,48,2,3,Manager,4,Single,5329,10510,1,Y,No,18,3,3,80,0,5,3,4,3,3,0,3
37,Yes,Travel_Rarely,587,Research & Development,1,4,Other,1,782,2,Female,74,3,1,Research Scientist,4,Married,2352,4344,4,Y,No,11,3,3,80,3,10,3,4,3,3,1,2
33,Yes,Travel_Rarely,1233,Sales,22,4,Technical Degree,1,783,2,Female,47,3,2,Sales Representative,3,Married,7099,17494,2,Y,No,11,3,4,80,2,3,5,4,0,0,1,0
18,No,Travel_Rarely,588,Sales,6,3,Medical,1,784,3,Male,56,2,1,Sales Representative,3,Married,2931,13267,1,Y,No,14,3,2,80,0,7,3,1,7,5,1,0
36,Yes,Non-Travel,471,Sales,4,4,Technical Degree,1,785,3,Female,60,3,1,Manager,1,Single,2836,26389,5,Y,No,22,3,3,80,1,3,4,4,2,2,7,2
35,Yes,Travel_Rarely,731,Human Resources,6,5,Medical,1,786,4,Male,68,3,2,Manager,2,Single,2482,10421,7,Y,Yes,19,3,3,80,1,18,0,1,6,3,0,0
28,No,Travel_Rarely,1013,Research & Development,8,1,Life Sciences,1,787,2,Male,96,1,1,Research Scientist,2,Married,4675,15889,3,Y,No,12,3,4,80,0,19,4,4,6,6,6,6
30,Yes,Travel_Rarely,494,Research & Development,22,2,Human Resources,1,788,2,Female,51,3,1,Laboratory Technician,1,Single,10168,7246,2,Y,No,16,3,2,80,2,17,3,2,8,4,2,0
36,Yes,Non-Travel,220,Research & Development,1,3,Life Sciences,1,789,2,Male,81,3,4,Research Scientist,2,Divorced,2753,11338,3,Y,Yes,12,3,1,80,0,21,3,3,9,7,2,2
31,No,Travel_Rarely,455,Human Resources,3,3,Life Sciences,1,790,2,Male,39,2,2,Manager,2,Single,13455,21515,2,Y,Yes,16,3,3,80,1,17,1,1,5,5,1,0
42,Yes,Travel_Rarely,867,Sales,29,3,Human Resources,1,791,4,Male,37,3,1,Manager,4,Single,8483,8682,0,Y,Yes,16,3,2,80,1,15,1,4,2,2,2,0
30,No,Travel_Rarely,1058,Research & Development,4,2,Life Sciences,1,792,4,Male,63,3,1,Research Scientist,3,Single,2041,22407,1,Y,Yes,18,3,1,80,1,13,3,2,12,1,4,4
38,No,Travel_Rarely,1438,Research & Development,1,3,Marketing,1,793,4,Male,82,2,1,Laboratory Technician,3,Divorced,3906,19871,3,Y,No,11,3,3,80,2,15,3,3,2,0,2,2
47,No,Travel_Rarely,1189,Research & Development,1,3,Other,1,794,3,Female,47,4,2,Laboratory Technician,4,Divorced,2632,18404,3,Y,Yes,11,3,4,80,0,6,1,4,4,0,4,0
36,Yes,Travel_Rarely,359,Sales,1,3,Medical,1,795,3,Male,41,1,3,Sales Representative,1,Divorced,7324,26337,2,Y,No,14,3,3,80,0,8,5,3,3,0,1,0
40,No,Travel_Frequently,1131,Research & Development,29,1,Life Sciences,1,796,3,Female,93,2,3,Research Director,3,Married,2716,2464,3,Y,No,11,3,3,80,1,20,3,1,13,0,0,0
39,Yes,Travel_Rarely,1442,Human Resources,2,3,Life Sciences,1,797,3,Female,86,2,1,Manager,3,Divorced,1858,23211,2,Y,No,11,3,3,80,0,14,1,3,3,0,1,3
37,Yes,Travel_Rarely,118,Research & Development,23,3,Life Sciences,1,798,3,Male,31,3,3,Research Scientist,1,Divorced,4042,20137,4,Y,No,15,4,3,80,0,3,2,1,3,1,3,3
36,No,Travel_Rarely,383,Research & Development,29,3,Medical,1,799,4,Female,46,3,2,Research Scientist,4,Married,9913,11207,4,Y,No,11,3,3,80,1,16,2,3,8,3,5,0
31,Yes,Travel_Rarely,654,Human Resources,8,5,Technical Degree,1,800,3,Male,81,3,2,Manager,1,Divorced,4378,21921,1,Y,Yes,23,4,3,80,0,6,4,4,6,4,4,2
38,Yes,Non-Travel,543,Research & Development,1,3,Medical,1,801,2,Male,31,3,3,Research Scientist,1,Divorced,6242,9751,3,Y,Yes,13,3,2,80,0,9,3,3,0,0,1,0
34,Yes,Travel_Rarely,467,Sales,1,1,Medical,1,802,4,Male,56,4,2,Manager,1,Divorced,6389,19754,5,Y,Yes,14,3,2,80,0,5,1,2,4,4,2,4
50,No,Travel_Rarely,1480,Research & Development,5,3,Medical,1,803,4,Male,55,2,1,Manager,4,Divorced,1983,8723,1,Y,No,16,4,3,80,0,11,3,3,9,4,1,9
44,Yes,Travel_Rarely,456,Research & Development,4,4,Medical,1,804,3,Female,54,3,4,Research Director,3,Married,2865,12772,1,Y,Yes,11,3,3,80,1,39,0,4,33,3,3,1
23,No,Travel_Rarely,1435,Research & Development,8,4,Technical Degree,1,805,3,Male,41,1,1,Research Scientist,3,Divorced,4933,10887,3,Y,No,16,3,4,80,0,14,3,2,6,6,1,0
24,No,Travel_Rarely,917,Research & Development,5,3,Life Sciences,1,806,1,Female,46,1,2,Laboratory Technician,3,Married,3517,12351,1,Y,No,16,3,3,80,3,5,3,3,3,0,4,1
35,Yes,Non-Travel,1099,Human Resources,24,2,Technical Degree,1,807,3,Female,94,3,3,Human Resources,2,Divorced,13666,26888,1,Y,Yes,13,3,2,80,0,8,3,3,1,0,0,1
33,No,Travel_Rarely,333,Human Resources,6,3,Medical,1,808,1,Male,69,2,3,Manager,3,Single,2351,18686,6,Y,No,15,3,2,80,1,28,1,4,14,2,1,14
35,No,Travel_Rarely,1215,Research & Development,10,3,Life Sciences,1,809,1,Female,34,3,3,Research Scientist,3,Married,2848,16956,1,Y,No,16,3,2,80,2,19,4,4,11,0,6,2
42,No,Travel_Rarely,1275,Sales,20,5,Life Sciences,1,810,3,Female,57,4,1,Sales Representative,1,Divorced,5850,16664,3,Y,No,20,3,4,80,0,10,6,3,1,1,1,1
39,No,Non-Travel,490,Human Resources,1,3,Life Sciences,1,811,2,Female,81,2,2,Human Resources,3,Married,3372,5300,3,Y,No,24,3,3,80,2,7,4,3,1,1,1,1
39,Yes,Travel_Rarely,1433,Research & Development,2,4,Medical,1,812,4,Male,43,4,1,Research Director,1,Divorced,1009,2304,2,Y,Yes,11,3,3,80,2,11,0,3,8,1,4,1
50,Yes,Travel_Frequently,1382,Sales,1,3,Life Sciences,1,813,4,Male,35,3,2,Sales Representative,1,Married,15690,13909,2,Y,Yes,11,3,3,80,0,5,3,2,2,0,0,1
24,No,Non-Travel,475,Human Resources,1,3,Other,1,814,1,Male,47,3,2,Manager,4,Married,2579,18750,1,Y,Yes,15,4,4,80,3,5,5,2,2,1,1,2
37,No,Non-Travel,293,Research & Development,6,4,Medical,1,815,3,Female,66,3,3,Laboratory Technician,3,Single,6881,25805,7,Y,Yes,11,3,4,80,0,6,3,3,1,1,4,0
31,No,Travel_Rarely,236,Research & Development,3,3,Other,1,816,3,Male,93,3,1,Laboratory Technician,3,Single,2316,8381,4,Y,No,17,3,3,80,0,5,5,2,2,2,9,1
49,Yes,Travel_Rarely,280,Research & Development,4,5,Life Sciences,1,817,1,Female,64,2,1,Laboratory Technician,3,Married,2928,12012,0,Y,No,15,3,4,80,2,7,4,4,3,0,4,3
18,Yes,Travel_Rarely,1346,Research & Development,29,3,Life Sciences,1,818,3,Female,46,4,2,Manager,2,Married,1856,5673,4,Y,Yes,16,3,3,80,0,17,2,1,9,0,0,0
18,Yes,Travel_Rarely,323,Sales,1,1,Life Sciences,1,819,3,Male,39,3,5,Manager,3,Single,3150,13067,1,Y,Yes,13,3,4,80,1,13,3,1,2,0,5,0
39,No,Travel_Rarely,652,Sales,7,3,Life Sciences,1,820,3,Male,80,4,4,Manager,4,Single,3339,9595,4,Y,No,15,4,4,80,2,8,1,3,2,0,1,1
47,No,Travel_Rarely,657,Research & Development,1,1,Technical Degree,1,821,4,Female,81,4,5,Research Scientist,3,Married,4538,10787,4,Y,Yes,16,3,4,80,3,9,2,2,2,2,4,2
43,No,Travel_Rarely,1438,Sales,3,2,Life Sciences,1,822,3,Male,93,2,2,Manager,4,Married,3930,25065,0,Y,No,15,3,3,80,1,8,3,3,4,0,0,4
29,Yes,Travel_Frequently,910,Sales,6,3,Medical,1,823,4,Male,62,2,1,Sales Representative,4,Married,2069,5919,1,Y,No,11,4,4,80,3,5,0,3,1,1,1,0
50,Yes,Travel_Frequently,1420,Research & Development,26,4,Life Sciences,1,824,3,Male,46,2,2,Manager,3,Single,3589,22422,6,Y,No,15,4,3,80,1,16,1,4,4,4,6,2
25,No,Travel_Rarely,258,Research & Development,4,3,Medical,1,825,1,Male,78,4,3,Laboratory Technician,4,Married,11710,12159,3,Y,No,21,3,2,80,0,18,0,4,8,0,7,1
48,Yes,Travel_Rarely,104,Human Resources,1,1,Technical Degree,1,826,3,Male,36,4,1,Manager,3,Single,10905,19587,3,Y,No,15,3,3,80,1,6,4,4,0,0,1,0
27,Yes,Travel_Rarely,302,Sales,4,3,Medical,1,827,2,Male,94,3,2,Sales Executive,3,Married,6460,5158,0,Y,Yes,15,3,4,80,1,10,4,2,0,0,0,0
33,Yes,Travel_Rarely,1448,Sales,1,3,Marketing,1,828,3,Male,91,2,1,Sales Representative,1,Single,7316,5245,3,Y,No,20,3,1,80,1,12,2,4,0,0,7,0
42,No,Travel_Rarely,446,Research & Development,2,5,Life Sciences,1,829,3,Male,39,2,2,Laboratory Technician,3,Divorced,16924,16222,7,Y,No,12,3,3,80,1,18,1,3,5,2,1,2
23,No,Travel_Frequently,517,Research & Development,8,3,Other,1,830,3,Male,60,4,1,Laboratory Technician,4,Single,6923,10237,1,Y,No,18,3,3,80,1,24,1,3,13,5,0,13
50,No,Travel_Rarely,198,Sales,1,4,Marketing,1,831,1,Male,54,4,1,Sales Executive,4,Married,7233,15559,4,Y,No,13,3,3,80,1,7,2,3,0,0,1,0
33,No,Non-Travel,722,Research & Development,5,2,Medical,1,832,3,Female,86,2,2,Manager,4,Married,1922,16728,1,Y,No,18,3,4,80,3,27,3,2,19,1,0,8
38,Yes,Travel_Rarely,841,Sales,8,4,Medical,1,833,1,Male,94,1,2,Manager,1,Single,2521,19827,3,Y,No,17,3,4,80,1,14,0,4,0,0,0,0
47,Yes,Travel_Rarely,642,Sales,4,4,Other,1,834,3,Male,72,3,2,Sales Executive,2,Single,4819,15136,1,Y,Yes,13,4,3,80,0,25,4,3,12,2,12,2
29,Yes,Non-Travel,1484,Research & Development,1,4,Medical,1,835,4,Female,32,1,3,Research Director,2,Married,3027,10294,1,Y,No,14,3,2,80,2,5,2,3,4,3,1,1
46,Yes,Non-Travel,980,Research & Development,29,1,Marketing,1,836,4,Male,84,4,1,Laboratory Technician,2,Divorced,2700,5593,3,Y,No,18,3,3,80,0,9,2,2,7,7,0,0
51,Yes,Travel_Rarely,1234,Human Resources,4,3,Medical,1,837,1,Male,77,3,3,Human Resources,3,Single,2894,22765,6,Y,Yes,11,3,3,80,2,16,2,4,5,5,1,1
31,Yes,Travel_Frequently,624,Research & Development,13,3,Life Sciences,1,838,3,Female,94,3,1,Research Scientist,2,Married,2091,11399,4,Y,No,13,3,3,80,0,15,1,4,4,1,1,4
49,No,Travel_Frequently,1056,Research & Development,3,1,Marketing,1,839,3,Male,89,3,2,Manager,3,Married,3056,13777,1,Y,No,17,4,1,80,0,13,1,2,12,0,1,3
21,No,Travel_Rarely,196,Research & Development,5,3,Medical,1,840,4,Female,43,3,2,Research Scientist,3,Single,6024,15408,3,Y,No,13,3,3,80,0,18,0,3,9,3,7,9
40,Yes,Travel_Rarely,233,Sales,4,5,Medical,1,841,3,Female,43,2,5,Sales Representative,2,Single,14440,17379,2,Y,No,15,3,2,80,0,10,4,3,4,4,0,0
25,Yes,Travel_Rarely,706,Research & Development,3,3,Medical,1,842,1,Male,38,4,2,Manager,1,Divorced,7928,6681,1,Y,Yes,11,4,3,80,1,11,3,3,0,0,8,0
45,Yes,Travel_Rarely,667,Sales,1,5,Life Sciences,1,843,3,Male,74,3,1,Sales Executive,4,Single,7198,9968,2,Y,Yes,11,4,2,80,1,1,1,3,0,0,3,0
44,Yes,Travel_Rarely,1367,Human Resources,4,1,Technical Degree,1,844,3,Male,31,3,2,Human Resources,1,Single,1855,23862,1,Y,No,17,3,3,80,2,22,1,3,11,7,3,1
55,Yes,Travel_Rarely,1320,Sales,19,4,Other,1,845,3,Male,61,3,2,Manager,1,Married,5279,25401,1,Y,No,12,3,1,80,1,18,1,1,5,2,0,0
49,No,Travel_Rarely,359,Research & Development,10,3,Other,1,846,4,Female,37,1,2,Manager,4,Single,4721,25589,2,Y,No,11,3,4,80,0,18,4,3,4,0,1,4
35,No,Non-Travel,947,Sales,1,3,Life Sciences,1,847,2,Male,65,2,1,Manager,4,Married,5851,25888,3,Y,No,18,3,3,80,1,8,3,3,7,2,0,6
27,No,Non-Travel,405,Human Resources,8,5,Life Sciences,1,848,4,Male,66,3,2,Human Resources,4,Single,3958,9255,0,Y,No,16,4,1,80,1,26,1,3,13,4,3,2
42,Yes,Travel_Rarely,602,Research & Development,20,2,Technical Degree,1,849,1,Male,44,3,1,Research Director,1,Divorced,13322,19154,2,Y,Yes,11,3,3,80,2,19,0,4,6,3,1,6
36,No,Travel_Frequently,681,Research & Development,10,4,Medical,1,850,4,Male,63,3,3,Laboratory Technician,2,Married,5072,4866,0,Y,No,15,3,4,80,1,11,5,1,10,3,2,4
50,No,Travel_Frequently,291,Sales,1,4,Medical,1,851,4,Male,50,4,2,Sales Executive,4,Divorced,5378,16338,5,Y,No,11,3,4,80,0,24,5,2,10,2,4,6
18,No,Travel_Rarely,440,Research & Development,18,2,Other,1,852,3,Male,38,3,1,Research Scientist,4,Married,1514,3477,1,Y,No,14,3,3,80,1,14,5,2,3,1,2,3
56,Yes,Travel_Rarely,120,Sales,3,4,Medical,1,853,4,Female,69,3,4,Sales Executive,3,Married,4610,12528,1,Y,No,15,3,1,80,1,14,0,1,2,1,0,0
41,Yes,Travel_Rarely,516,Research & Development,5,3,Medical,1,854,1,Male,55,2,2,Laboratory Technician,2,Divorced,9794,2592,1,Y,No,12,3,3,80,1,14,5,2,11,2,0,3
29,No,Travel_Rarely,163,Sales,6,4,Life Sciences,1,855,1,Male,51,4,2,Manager,1,Married,6859,8805,4,Y,No,17,3,4,80,3,3,5,4,3,0,6,0
43,Yes,Travel_Rarely,1012,Sales,17,3,Life Sciences,1,856,1,Male,42,3,1,Manager,1,Married,1348,11926,2,Y,No,18,4,3,80,0,17,3,2,16,1,0,0
48,No,Non-Travel,168,Sales,24,4,Life Sciences,1,857,1,Male,54,2,3,Manager,3,Single,3752,25858,3,Y,No,15,3,4,80,1,2,6,3,0,0,1,0
38,Yes,Travel_Rarely,824,Research & Development,23,3,Other,1,858,3,Male,44,3,2,Laboratory Technician,1,Divorced,13892,3948,1,Y,No,16,3,2,80,0,6,2,2,0,0,0,0
21,Yes,Non-Travel,955,Research & Development,1,2,Life Sciences,1,859,2,Male,74,3,4,Manager,4,Single,4490,18181,2,Y,No,11,3,2,80,0,27,3,3,18,0,3,5
34,Yes,Travel_Rarely,276,Sales,22,3,Medical,1,860,4,Male,50,4,1,Sales Representative,1,Married,5963,3163,2,Y,Yes,19,3,4,80,1,7,2,4,7,7,1,7
46,Yes,Travel_Rarely,620,Research & Development,1,2,Technical Degree,1,861,3,Male,69,4,1,Research Director,4,Married,12983,22754,1,Y,No,14,3,3,80,1,8,2,2,3,3,1,3
41,Yes,Travel_Rarely,1065,Research & Development,2,3,Medical,1,862,3,Male,76,3,5,Manager,1,Single,4479,11881,8,Y,Yes,11,3,1,80,1,11,4,4,9,4,3,8
35,No,Travel_Rarely,998,Research & Development,6,2,Medical,1,863,3,Female,90,3,5,Manager,3,Single,7899,14113,8,Y,Yes,15,3,3,80,1,9,4,4,7,4,2,2
48,Yes,Travel_Rarely,334,Research & Development,5,1,Life Sciences,1,864,2,Male,43,1,1,Research Scientist,1,Divorced,6290,22799,5,Y,Yes,17,3,4,80,2,8,1,3,5,1,4,1
43,No,Travel_Rarely,812,Research & Development,8,2,Technical Degree,1,865,2,Female,96,3,3,Laboratory Technician,4,Married,7151,10632,3,Y,No,16,3,1,80,0,12,2,2,0,0,4,0
44,No,Travel_Rarely,635,Research & Development,5,3,Life Sciences,1,866,2,Male,76,4,1,Research Director,3,Married,6170,8683,5,Y,No,11,3,1,80,0,14,5,3,11,11,1,2
33,No,Travel_Rarely,842,Sales,24,3,Life Sciences,1,867,4,Female,45,3,3,Sales Executive,1,Married,3538,12508,0,Y,No,17,3,2,80,2,20,4,4,14,5,0,1
32,No,Travel_Rarely,926,Sales,2,3,Life Sciences,1,868,3,Male,47,3,4,Sales Executive,4,Single,3756,19306,2,Y,No,14,3,4,80,3,3,4,2,1,1,0,1
21,Yes,Travel_Rarely,1475,Research & Development,2,2,Life Sciences,1,869,2,Male,74,4,1,Research Director,3,Married,2943,24497,3,Y,Yes,16,3,4,80,1,20,3,3,13,5,3,4
34,Yes,Travel_Rarely,226,Human Resources,22,3,Life Sciences,1,870,4,Female,52,2,1,Human Resources,4,Married,1837,20164,1,Y,No,12,3,3,80,2,21,3,2,14,0,0,14
45,No,Travel_Rarely,799,Research & Development,1,4,Medical,1,871,1,Female,55,2,1,Laboratory Technician,4,Married,10370,16228,0,Y,Yes,18,3,3,80,0,15,3,2,5,0,1,5
35,No,Travel_Rarely,1163,Sales,8,3,Life Sciences,1,872,3,Female,95,3,1,Sales Representative,4,Married,4944,9558,1,Y,Yes,15,3,2,80,0,19,2,4,7,3,0,4
41,No,Travel_Rarely,349,Research & Development,10,4,Medical,1,873,3,Male,31,4,1,Manager,1,Divorced,10061,22825,2,Y,No,19,3,2,80,2,9,3,3,3,1,0,1
47,Yes,Travel_Rarely,242,Research & Development,6,3,Life Sciences,1,874,4,Male,51,4,3,Research Scientist,1,Single,12571,11761,0,Y,No,11,3,4,80,3,3,1,3,2,1,0,0
40,Yes,Travel_Rarely,198,Sales,10,4,Life Sciences,1,875,4,Male,67,3,2,Manager,4,Single,5074,11730,5,Y,Yes,11,3,1,80,0,12,2,3,8,6,0,1
41,No,Travel_Rarely,1381,Sales,1,2,Medical,1,876,4,Female,71,4,2,Sales Executive,3,Divorced,2234,4792,3,Y,No,14,3,3,80,0,18,4,2,13,1,0,5
